index,full.name,ip.address,region,in.store,age,items,amount
8561,Damien Schimmel,,2,0,43,3,490.56
8562,Rhett Willms,27.73.171.6,4,1,49,5,1514.3
8563,Gayle Hermann,117.58.169.135,1,1,37,1,402.96
8564,Gennie Ankunding,,2,0,70,4,149.97
8565,Deloras Lehner,,4,0,59,7,945.05
8566,Tory Legros,,3,0,25,8,1002.2
8567,Richard Littel,223.58.124.29,1,1,25,6,569.63
8568,Vernon Herman,,3,0,52,5,2765.8
8569,Sindy Denesik,,4,0,45,2,1282.8
8570,Mandi Williamson,,3,0,52,3,929.54
8571,Adelina Cremin,99.157.165.38,1,1,35,2,512.7
8572,Perry Hyatt,130.36.137.176,3,1,54,2,254.6
8573,Thomasina Gibson,,4,0,26,2,2305.0
8574,Chelsey Padberg,24.4.182.26,1,1,54,1,78.072
8575,Keneth Schuster,,4,0,29,6,877.58
8576,Karry Predovic,255.92.212.237,1,1,29,7,68.606
8577,Melvin Schultz,,2,0,34,5,26.397
8578,Galen Herman,170.202.194.237,3,1,47,4,315.01
8579,Samantha Green,,2,0,78,2,438.6
8580,Adrian Heidenreich,,4,0,30,7,645.11
8581,Ken Dickinson,,4,0,48,3,1916.4
8582,Ollie Howe,,2,0,84,4,149.11
8583,Hilaria Kulas,217.161.143.5,1,1,49,4,1693.2
8584,Norris Lesch,40.16.133.230,3,1,52,7,263.03
8585,Rona Rolfson,28.59.74.205,4,1,45,7,1526.4
8586,Meridith Kirlin,,2,0,49,2,318.48
8587,Jana Jacobson,,2,0,42,3,16.186
8588,Patrick Anderson,,3,0,51,1,553.1
8589,Arnoldo Mitchell,,2,0,52,4,272.68
8590,Glenn Hamill,81.57.148.29,4,1,44,4,1020.1
8591,Caitlin Pfannerstill,80.88.122.3,1,1,25,5,409.17
8592,Rocco Padberg,108.226.201.167,4,1,26,6,1422.9
8593,Nia Walter,,2,0,49,2,488.66
8594,Rashad Monahan,113.54.155.127,4,1,31,7,906.6
8595,Weldon Weissnat,,2,0,55,5,212.29
8596,Louann Kertzmann,,3,0,52,3,2418.0
8597,Orville Will,179.50.209.164,1,1,53,6,467.51
8598,Annamarie Jast,,2,0,58,2,54.004
8599,Louisa Schimmel,173.122.165.54,1,1,31,2,996.19
8600,Shawn Kautzer,,2,0,80,7,118.63
8601,Emmett O'Hara,,4,0,24,3,2225.5
8602,Janyce Lemke,,2,0,61,1,338.47
8603,Elke Blanda,30.150.18.23,3,1,67,2,842.79
8604,Andrea Rolfson,194.134.107.78,3,1,41,3,669.54
8605,Kate Johnson,150.24.186.209,1,1,49,2,211.16
8606,Jolyn Emmerich,194.203.81.22,4,1,53,6,1044.7
8607,Sang Stamm,,3,0,21,8,2973.9
8608,Emory Wyman,199.161.65.140,4,1,22,4,1816.2
8609,Karla Jakubowski,,4,0,49,4,207.88
8610,Dillon Will,,4,0,39,2,1324.9
8611,Shalon Mohr,,4,0,23,6,477.1
8612,Renee Okuneva,108.72.70.121,4,1,32,6,1391.6
8613,Catharine Boyle,,2,0,59,6,285.37
8614,Darrin Blanda,31.227.121.110,1,1,57,2,908.12
8615,Glen Raynor,79.151.193.102,3,1,39,4,455.13
8616,Christiane Rohan,63.73.250.131,4,1,26,2,488.08
8617,Shalanda Carter,111.175.44.34,1,1,40,1,903.82
8618,Randolph Prosacco,,3,0,29,8,419.65
8619,Faustino Smitham,,2,0,67,7,459.49
8620,Werner Aimonetti,,4,0,55,6,1913.0
8621,Gale Leuschke,154.92.140.18,4,1,53,6,959.72
8622,Maile O'Kon,,4,0,30,4,1633.4
8623,Danyel Kris,48.52.97.40,1,1,58,7,715.19
8624,Gisela Cassin,107.171.180.235,1,1,29,2,1681.9
8625,Verda McLaughlin,,2,0,53,7,401.47
8626,Luise Mraz,149.195.200.217,1,1,36,4,650.23
8627,Emerson Gerlach,,4,0,35,5,1176.4
8628,Luz Vandervort,49.147.118.10,1,1,30,4,1050.1
8629,Juli Lockman,48.209.125.47,3,1,71,4,235.05
8630,Yulanda Bailey,9.84.224.128,4,1,34,2,569.31
8631,Latanya Johns,,2,0,39,7,21.707
8632,Bennett Mante,,2,0,72,5,228.3
8633,Eden DuBuque,114.93.129.214,1,1,40,6,255.44
8634,Marcy Bosco,,4,0,47,3,933.6
8635,Hal Keeling,,2,0,48,1,130.83
8636,Perry Fritsch,,2,0,42,2,68.991
8637,Meda Rice,215.187.75.210,1,1,47,5,429.28
8638,Rob Hayes,,2,0,69,4,390.05
8639,Geri O'Conner,,3,0,36,1,839.98
8640,Hollis Renner,,2,0,63,6,298.36
8641,Yaeko Nader,,2,0,42,7,89.538
8642,Edgardo Russel,38.177.64.123,4,1,38,4,529.1
8643,Evelyn Crist,242.240.172.79,1,1,47,7,504.02
8644,Romona Dooley,,2,0,78,5,308.31
8645,Janna O'Hara,45.38.20.73,1,1,71,4,176.95
8646,Bonny Gorczany,,4,0,34,4,1103.2
8647,Kathyrn Hane,132.22.52.240,3,1,48,5,677.82
8648,Julianna Schaden,38.61.36.179,3,1,45,5,746.35
8649,Anthony Brown,,4,0,31,6,2636.1
8650,Annamarie Stiedemann,,4,0,29,3,603.97
8651,Yi Klein,,3,0,30,5,758.0
8652,Bobbie Robel,,2,0,50,3,456.86
8653,Bobby Jerde,210.48.111.30,4,1,48,7,1439.7
8654,Krystal King,68.192.65.92,4,1,28,4,821.39
8655,Trinh Muller,,2,0,59,6,46.01
8656,Graham Kuphal,,2,0,80,2,389.79
8657,Monet Berge,63.177.52.230,1,1,30,7,522.59
8658,Susie Doyle,194.31.208.123,4,1,19,7,1636.3
8659,Tommie Hoppe,222.75.220.253,3,1,25,4,873.74
8660,Jarred Schoen,238.211.29.21,1,1,65,3,278.48
8661,Sherilyn Kuvalis,,3,0,58,4,755.97
8662,Pablo Stehr,,4,0,59,1,1267.7
8663,Pearline Ortiz,,4,0,59,4,1827.9
8664,Rachell Reinger,,3,0,46,3,2265.1
8665,Delana Roob,,2,0,29,5,397.01
8666,Sage Wolf,106.102.66.43,1,1,30,6,386.53
8667,Benny Terry,,2,0,69,1,261.61
8668,Violet Upton,201.217.6.61,1,1,43,5,1745.0
8669,Myra Gulgowski,79.3.84.99,1,1,39,6,1687.5
8670,Reed Hoeger,74.52.111.4,1,1,31,7,1850.6
8671,Eugenia Hagenes,175.182.230.251,4,1,46,4,180.01
8672,Nikia Ryan,125.243.44.145,3,1,60,3,737.09
8673,Shanda Abernathy,47.140.156.64,1,1,36,4,488.38
8674,Shery Leffler,17.112.237.199,4,1,27,6,1403.0
8675,Alberto Kessler,,4,0,46,5,367.2
8676,Moshe Hyatt,130.5.255.108,1,1,38,8,1312.8
8677,Dayle Zboncak,,2,0,75,6,489.57
8678,Lester Emmerich,71.63.18.159,3,1,30,2,106.62
8679,Zoraida Collins,66.126.201.74,1,1,65,1,105.49
8680,Milo Mills,,2,0,37,8,143.51
8681,Malissa Turner,99.41.31.195,3,1,62,3,482.44
8682,Lien Frami,147.248.252.8,1,1,25,6,1639.0
8683,Roland Hirthe,135.185.74.118,1,1,36,6,106.69
8684,Crissy Batz,15.245.246.141,3,1,66,8,264.31
8685,Hung Hyatt,,4,0,38,7,807.16
8686,Sharan Lockman,17.68.59.131,4,1,34,8,1096.2
8687,Charles Carroll,208.45.160.166,1,1,25,8,833.71
8688,Ollie Quitzon,,2,0,55,8,128.38
8689,Nathanael Bergstrom,,2,0,40,6,272.57
8690,Celsa Cremin,10.152.211.226,1,1,33,3,812.99
8691,Rafael Hodkiewicz,,4,0,25,3,2515.4
8692,Delbert Windler,,2,0,77,1,309.15
8693,Shella Hand,,2,0,50,2,425.57
8694,Robbie Graham,,2,0,32,7,187.66
8695,Winter Stark,,3,0,19,4,698.26
8696,Sandy Hyatt,,4,0,34,8,1385.4
8697,Jason Buckridge,160.114.194.228,3,1,33,6,888.14
8698,Ivana Connelly,,4,0,36,4,156.77
8699,Cornell Lesch,,4,0,32,1,724.82
8700,Lewis Spinka,62.148.11.145,1,1,38,8,1102.1
8701,Leila Pagac,,2,0,54,3,53.269
8702,Dean Goodwin,162.13.28.95,1,1,44,1,987.48
8703,Jolie Sipes,,4,0,45,5,1880.7
8704,Carl West,147.175.164.115,1,1,31,8,1053.2
8705,Edgar Herman,203.5.141.254,4,1,24,7,1026.3
8706,Demetrice O'Keefe,95.40.194.54,3,1,28,2,119.46
8707,Howard Muller,,4,0,34,2,443.86
8708,Laura Brakus,,4,0,38,4,1477.4
8709,Linnie Hammes,,2,0,70,2,436.98
8710,Allen Watsica,,2,0,35,3,237.5
8711,Denny Nolan,,2,0,81,2,150.8
8712,Delbert Waters,,3,0,63,3,1366.2
8713,Hershel O'Hara,,2,0,35,5,322.13
8714,Anh O'Connell,,2,0,71,3,84.183
8715,Hui Legros,141.169.23.154,4,1,45,3,1321.0
8716,Collene Grant,37.250.219.96,3,1,57,7,125.23
8717,Mary Abernathy,,2,0,44,3,457.17
8718,Davis Rodriguez,,3,0,62,5,421.16
8719,Leigha Mitchell,,2,0,42,3,44.892
8720,Joel Jaskolski,,4,0,56,3,1863.4
8721,Nila Becker,,3,0,46,4,2597.9
8722,Margery Gaylord,179.69.118.129,1,1,53,6,655.04
8723,Richard Dach,59.245.50.111,1,1,33,5,817.25
8724,Williams Sauer,,3,0,27,5,2285.8
8725,Jerold Wilderman,,4,0,57,7,181.27
8726,Karla Carroll,174.166.168.220,3,1,60,1,827.62
8727,Tamie Leffler,,2,0,34,7,227.32
8728,Annika Dickens,65.140.185.246,1,1,21,2,1589.5
8729,Katrina Jewess,6.150.154.177,1,1,64,3,175.83
8730,Julio Hoeger,41.231.182.212,1,1,70,7,972.08
8731,Rupert Lueilwitz,165.122.165.172,1,1,62,8,891.05
8732,Patrica Harvey,,4,0,30,4,2268.2
8733,Trinidad Grimes,,4,0,42,4,181.37
8734,Beata Hills,,4,0,36,6,216.16
8735,Eugene Windler,,2,0,62,6,465.77
8736,Thea Runolfsson,,3,0,60,8,1945.4
8737,Stewart Rohan,154.223.107.93,1,1,32,4,842.66
8738,Lorenza King,80.202.140.137,3,1,34,7,668.32
8739,Luke Senger,,4,0,50,2,168.69
8740,Conrad Stark,1.101.211.80,3,1,57,7,467.16
8741,Vivien Friesen,,2,0,58,7,35.049
8742,Vicki Aimonetti,,2,0,32,7,195.77
8743,Sam Hamill,34.23.134.85,4,1,23,7,244.56
8744,Maire Kuvalis,,2,0,61,3,43.513
8745,Evangeline Schmitt,,3,0,56,1,1365.7
8746,Toni O'Keefe,,2,0,30,1,437.51
8747,Kris Bechtelar,73.242.209.215,1,1,68,6,763.03
8748,Scott Nolan,119.178.16.241,3,1,51,5,933.6
8749,Emile Towne,,4,0,19,5,2070.9
8750,Antoine Hodkiewicz,69.239.60.5,4,1,27,6,967.79
8751,Joe Bernier,,2,0,28,7,203.06
8752,Iraida Torphy,233.144.116.108,3,1,26,3,889.87
8753,Zackary Cummerata,,2,0,50,5,85.215
8754,Louis Hickle,,3,0,49,6,743.95
8755,Arlene Greenfelder,,4,0,25,2,1038.3
8756,Eddie Osinski,85.252.55.109,1,1,44,8,1836.0
8757,Laurence Effertz,,2,0,63,4,265.29
8758,Belkis Marquardt,2.106.161.198,1,1,38,2,134.58
8759,Karoline Schmitt,59.10.52.194,1,1,30,2,756.51
8760,Lexie Beier,,4,0,24,6,1621.7
8761,Jewell Champlin,157.57.158.199,3,1,35,6,478.48
8762,Stevie Prohaska,215.171.232.119,4,1,35,5,955.42
8763,Therese Torp,95.210.253.171,3,1,51,5,718.08
8764,King Beahan,,2,0,72,4,113.75
8765,Cristopher Bogisich,93.227.67.221,1,1,72,7,246.13
8766,Leon Wyman,,2,0,36,2,281.01
8767,Andree Littel,,2,0,64,5,307.58
8768,Deon Farrell,,2,0,76,6,297.04
8769,Eliseo Becker,,4,0,32,2,1552.9
8770,Tinisha Hyatt,230.195.4.86,1,1,29,5,301.77
8771,Nicholas Brown,,4,0,36,6,2938.1
8772,Garry Bergnaum,,2,0,33,3,417.48
8773,Glenn Harris,,3,0,23,2,604.01
8774,Damian Berge,,2,0,69,5,316.06
8775,Daine Kerluke,159.13.129.158,3,1,37,1,727.69
8776,Alfredo Nienow,,2,0,74,5,455.82
8777,Asha Mraz,,2,0,53,7,335.55
8778,Tajuana Krajcik,,4,0,21,3,2489.2
8779,Elwanda Runte,175.30.12.96,1,1,27,5,861.95
8780,Debrah Hilpert,226.117.144.2,1,1,40,4,562.97
8781,Dario Jones,,2,0,52,5,243.75
8782,Bernita Walker,,3,0,22,5,1765.6
8783,Dallas Towne,153.146.93.61,1,1,46,7,1286.0
8784,Rebekah Weber,,2,0,56,1,19.894
8785,Syble Ullrich,93.171.161.81,1,1,68,2,546.04
8786,Sherell Tromp,176.136.238.107,1,1,44,2,731.57
8787,Will Rolfson,193.32.14.143,1,1,57,4,675.38
8788,Jeanne Robel,253.21.104.233,1,1,46,2,493.68
8789,Ambrose Streich,9.240.7.90,1,1,68,1,539.82
8790,Armando Krajcik,56.127.240.144,3,1,42,3,716.44
8791,Tiffani Prosacco,21.124.51.207,3,1,42,2,205.29
8792,Leandro Treutel,,4,0,58,3,2916.9
8793,Katrice Champlin,,2,0,52,6,159.22
8794,Alex Daugherty,90.50.205.232,1,1,52,8,818.04
8795,Ezra Kulas,,3,0,52,6,477.05
8796,Ranee Waters,196.193.71.203,1,1,23,7,1965.5
8797,Kimber Vandervort,,3,0,30,3,223.02
8798,Marguerita Hilpert,156.100.81.122,1,1,68,5,877.29
8799,Moses Adams,22.61.42.38,3,1,49,3,380.21
8800,Emmitt Denesik,114.115.148.157,3,1,49,4,807.08
8801,Eloy Okuneva,169.166.223.154,4,1,23,7,70.84
8802,Carly Hane,57.29.244.236,1,1,21,6,594.95
8803,Verla Stroman,,3,0,44,4,2707.5
8804,Vanda Dickens,237.143.35.121,3,1,62,7,445.93
8805,Lupita Goyette,206.54.193.255,4,1,21,6,881.17
8806,Joey Schroeder,,2,0,70,1,251.68
8807,Chadwick Goodwin,,3,0,59,5,2435.5
8808,Johnathan Mohr,190.162.124.125,4,1,27,5,984.47
8809,Reggie Pfannerstill,,4,0,39,4,339.22
8810,Arnold Legros,,2,0,63,7,318.08
8811,Bernie Mertz,,4,0,51,3,479.82
8812,Lena Stoltenberg,,3,0,23,8,1443.0
8813,Clay Kuphal,158.88.227.236,4,1,50,4,1539.7
8814,Gita Halvorson,,4,0,26,5,2492.0
8815,Rob Lueilwitz,,3,0,58,4,2595.2
8816,Scotty Mayer,,4,0,50,6,511.29
8817,Concetta McClure,66.166.30.184,3,1,41,2,313.07
8818,Antonia Rolfson,,2,0,83,3,352.24
8819,Kristofer King,115.82.62.47,1,1,44,2,127.63
8820,Ozie Graham,139.30.228.48,3,1,24,2,334.97
8821,Wesley Aimonetti,156.83.170.190,4,1,45,5,1194.6
8822,Ray Harvey,,4,0,37,2,2224.4
8823,Lance Feil,168.132.37.123,4,1,23,2,1019.5
8824,Nelda Bergnaum,,2,0,36,2,160.24
8825,Jesse Daugherty,221.103.47.183,3,1,37,2,951.27
8826,Violeta Bahringer,225.196.46.108,1,1,53,3,790.79
8827,Foster Hamill,,4,0,50,6,962.21
8828,Shana Prosacco,,2,0,70,6,327.31
8829,Eddy Hauck,,3,0,29,7,944.35
8830,Byron Mueller,,3,0,41,5,2712.0
8831,Jovan Cronin,,2,0,69,2,148.63
8832,Ayako Rau,243.208.251.169,1,1,23,8,201.05
8833,Alpha Stroman,,4,0,39,3,437.38
8834,Homer Weimann,141.53.205.233,4,1,48,4,1164.8
8835,Anya Marks,32.111.2.129,3,1,36,5,534.34
8836,Glayds Glover,175.19.53.234,3,1,28,5,614.59
8837,Isaac Emard,,3,0,35,4,2387.9
8838,Jutta Grimes,33.243.147.142,3,1,37,5,808.75
8839,Charlette Gutmann,,3,0,30,7,1119.3
8840,Brent Block,,3,0,44,2,1659.7
8841,Norene Kunde,227.217.83.38,4,1,23,4,1806.5
8842,Levi Kohler,145.237.251.176,4,1,55,4,721.09
8843,Merissa Considine,,3,0,62,8,1198.9
8844,Gale Dooley,,2,0,73,7,346.96
8845,Asia Lebsack,198.207.164.159,4,1,24,1,458.71
8846,Georgine Vandervort,196.78.66.109,4,1,27,6,378.93
8847,Lavona Treutel,,4,0,48,2,2718.5
8848,Sabina Nicolas,,2,0,56,7,60.738
8849,Rosalia Bauch,,2,0,64,6,388.7
8850,Michael Leuschke,,4,0,22,7,2879.5
8851,Boris Hammes,,4,0,23,6,2983.4
8852,Edwin Metz,,4,0,22,3,668.47
8853,Mel Rath,120.110.97.235,1,1,61,6,232.92
8854,Alphonse Rowe,208.23.154.201,1,1,42,7,918.4
8855,Bianca Dach,137.197.49.139,3,1,68,4,151.17
8856,Twyla Keebler,9.229.106.198,1,1,31,4,1559.0
8857,Lavera Kassulke,,2,0,62,7,203.08
8858,Anh Haley,,2,0,78,6,266.87
8859,Lavon Blick,,2,0,35,8,386.18
8860,Gonzalo Becker,145.31.12.36,3,1,73,6,434.73
8861,Twila Bayer,93.196.160.253,4,1,33,1,1979.7
8862,Loida Smitham,,4,0,62,2,804.87
8863,Donovan Lehner,163.244.163.39,3,1,36,3,708.7
8864,Maryln Lebsack,,4,0,35,6,1318.7
8865,Elmo Haag,213.68.44.228,1,1,46,3,874.9
8866,Chris Aufderhar,,2,0,37,8,341.95
8867,Laverne Hansen,47.124.51.130,1,1,36,4,999.69
8868,Tifany Schulist,55.247.42.129,4,1,25,7,1027.3
8869,Josef Schmidt,,4,0,50,6,2509.2
8870,Arnoldo Powlowski,92.131.222.20,3,1,60,1,686.95
8871,Isobel Abbott,,4,0,59,7,1043.4
8872,Ranae Dach,96.210.37.139,3,1,74,3,750.39
8873,Marinda Predovic,,2,0,82,2,474.12
8874,Jasper Toy,,2,0,73,3,396.61
8875,Kayla Armstrong,,4,0,19,5,824.92
8876,Derrick Koelpin,210.205.99.180,3,1,52,5,632.71
8877,Dirk Heaney,123.144.176.168,4,1,20,5,562.91
8878,Adalberto Gaylord,115.14.46.153,4,1,22,7,498.83
8879,Glynda Schmidt,,4,0,54,5,1691.2
8880,Romeo Hartmann,,4,0,32,7,631.02
8881,Maude Lebsack,,4,0,49,2,378.61
8882,Carlota Hirthe,,2,0,71,2,357.49
8883,Bennie Welch,95.255.13.102,3,1,60,2,659.62
8884,Tasia Ernser,57.1.255.14,1,1,54,5,549.14
8885,Mariana Leuschke,17.172.110.190,3,1,61,2,395.86
8886,Deshawn Weimann,,4,0,24,5,2265.9
8887,Kisha Prosacco,86.59.221.169,1,1,21,1,222.33
8888,Carlena Bogan,,4,0,46,2,2170.3
8889,Joanne Stoltenberg,119.79.238.219,3,1,70,7,416.21
8890,Avery Kessler,,4,0,47,1,2186.5
8891,Marci Romaguera,,2,0,71,8,427.98
8892,Vivian Morissette,,2,0,78,3,145.41
8893,Ellsworth Greenholt,,2,0,62,5,357.57
8894,Cary Runolfsdottir,81.31.237.214,1,1,62,6,463.18
8895,Rod Okuneva,111.71.17.106,1,1,39,5,992.4
8896,Evette Mayert,240.221.45.244,3,1,53,4,440.9
8897,Aundrea Runte,182.34.104.31,4,1,37,5,1481.9
8898,Margarito Reynolds,,2,0,82,3,478.11
8899,Toshia Kautzer,244.46.66.24,1,1,49,8,375.36
8900,Leisa Borer,138.221.115.119,4,1,52,6,1368.8
8901,Kristopher Kessler,,2,0,83,8,144.42
8902,Ty Ward,,2,0,78,7,401.75
8903,Jaye Bernhard,,2,0,39,2,416.24
8904,Merrill Muller,181.21.81.86,1,1,52,6,624.53
8905,Tai Berge,250.208.104.106,4,1,34,2,348.12
8906,Lavern Bruen,223.157.114.209,1,1,37,3,126.0
8907,Myron Botsford,106.30.56.232,3,1,55,4,605.8
8908,Jake Hansen,62.108.199.253,4,1,43,7,1610.2
8909,Piedad Gerlach,21.195.195.97,1,1,48,8,1656.1
8910,Billy Cartwright,105.211.203.205,4,1,44,2,1141.9
8911,Maxie Williamson,99.25.196.143,1,1,32,2,366.32
8912,Troy Mraz,43.210.173.49,3,1,28,7,107.89
8913,Teodoro Cronin,233.87.38.68,1,1,38,4,88.88
8914,Stewart Koss,,2,0,59,7,247.32
8915,Sebrina Gerlach,,3,0,27,2,374.16
8916,Rickey Runolfsdottir,,2,0,39,5,480.87
8917,Anthony Gaylord,134.31.38.141,4,1,52,3,382.6
8918,Caleb Ratke,,2,0,62,5,415.56
8919,Odis Rogahn,204.225.67.98,4,1,33,6,793.29
8920,Inell Dickinson,187.88.207.159,4,1,51,4,1225.5
8921,Nathanael Herzog,255.176.55.235,4,1,49,2,1220.4
8922,Alvaro Buckridge,,2,0,39,7,58.672
8923,Kayla Gaylord,20.249.95.23,1,1,59,2,672.85
8924,Chester O'Hara,11.228.152.47,1,1,66,3,667.06
8925,Sarita Goodwin,,2,0,30,8,83.984
8926,Hipolito Schoen,,2,0,31,2,237.9
8927,Maragret Herman,242.70.252.204,1,1,52,8,285.57
8928,Orlando Wuckert,192.16.101.218,1,1,51,6,718.1
8929,Hunter Schuppe,,2,0,74,2,477.96
8930,Deetta Marvin,139.4.126.131,1,1,25,4,203.25
8931,Shari Metz,,4,0,43,6,1175.9
8932,Maribeth Collier,99.170.141.204,1,1,63,4,126.6
8933,Robert Hilpert,,2,0,74,2,179.07
8934,Sanjuanita Harber,126.107.74.102,1,1,29,8,1948.8
8935,Dillon Durgan,112.179.77.70,3,1,48,7,371.11
8936,America Murray,123.72.10.46,4,1,27,6,181.66
8937,Lauren Schmitt,186.93.200.178,1,1,39,5,583.76
8938,Waylon Rodriguez,,2,0,78,4,43.796
8939,Homer O'Hara,147.54.24.90,1,1,23,2,1757.5
8940,Hue Thompson,,4,0,24,5,1539.1
8941,Alexander Hand,,2,0,68,7,470.16
8942,Amalia Rosenbaum,147.142.134.238,4,1,39,5,223.68
8943,Foster Bernhard,156.109.69.149,4,1,21,8,1363.4
8944,Juan Gutmann,129.20.210.22,4,1,53,2,943.65
8945,Lee Kiehn,,4,0,37,4,2128.4
8946,Eliseo Schmidt,101.188.163.14,4,1,51,2,447.26
8947,Augustina Emard,133.209.16.235,1,1,46,3,303.93
8948,Zachery Rosenbaum,,2,0,76,7,261.32
8949,Merrill Russel,102.57.131.126,4,1,41,6,720.47
8950,Tandra Walter,,4,0,19,5,2817.7
8951,Rosario Hermann,83.133.208.163,3,1,62,6,163.78
8952,Morris Medhurst,,4,0,43,6,295.98
8953,Maude Dickinson,,3,0,35,3,2826.6
8954,Darwin Ankunding,,4,0,44,1,1321.3
8955,Krishna Stiedemann,204.20.117.63,1,1,31,6,921.89
8956,Laurence Hickle,204.21.8.150,1,1,53,8,969.06
8957,Marcellus Harber,,3,0,50,3,853.81
8958,Jame Bailey,,2,0,38,5,179.01
8959,Shiela Gottlieb,145.11.235.112,4,1,35,5,1158.9
8960,Isiah Wisoky,251.91.218.22,3,1,29,1,811.99
8961,Milan Armstrong,,2,0,28,2,173.68
8962,Sherie Feest,218.124.65.80,1,1,25,7,502.22
8963,Lin Considine,44.240.91.237,3,1,40,7,251.33
8964,Barry Bailey,90.4.16.202,3,1,37,5,723.78
8965,Jennefer Luettgen,30.137.61.89,1,1,27,3,874.93
8966,Annalee Kreiger,,3,0,57,7,1352.7
8967,Ute Steuber,47.132.84.118,3,1,43,3,419.53
8968,Larue Wisoky,119.214.58.172,3,1,61,7,583.92
8969,Fredric Jaskolski,,2,0,71,2,342.13
8970,Elmer Schuppe,157.89.55.53,1,1,64,1,683.14
8971,Adam Zulauf,104.109.148.250,1,1,37,1,1234.0
8972,Patricia Kerluke,68.213.116.120,1,1,37,7,976.45
8973,Joycelyn Carter,,4,0,45,5,2761.9
8974,Shaun Herman,,4,0,44,3,2420.4
8975,Wm Yost,71.254.196.151,3,1,54,3,839.97
8976,Patrina McClure,,4,0,48,2,2443.7
8977,Henriette Schuster,205.4.192.105,4,1,36,4,1433.1
8978,Alejandro Lehner,67.98.213.235,4,1,48,7,719.57
8979,Dewey Zemlak,,4,0,21,4,1864.4
8980,Truman Johns,,2,0,60,6,265.3
8981,Marlo Koss,,4,0,51,2,1666.7
8982,Shawana Abbott,,2,0,52,1,307.19
8983,Golda Mohr,76.193.74.37,4,1,31,5,1259.5
8984,Lavonne Beatty,58.94.236.32,3,1,30,4,513.75
8985,Walton Abbott,162.92.150.136,4,1,48,7,965.67
8986,Zoila Heidenreich,,3,0,55,4,609.43
8987,Laverna Bailey,82.40.129.20,1,1,30,7,911.77
8988,Keneth Jacobs,197.129.190.184,1,1,44,6,736.68
8989,Sheldon McClure,154.249.160.147,3,1,32,3,735.56
8990,Elvis Jacobson,,4,0,55,4,1467.7
8991,Aurora Howell,127.178.63.50,3,1,40,5,537.38
8992,Wally Wolff,,4,0,36,7,1208.2
8993,Sigrid Larkin,,2,0,55,6,126.01
8994,Darby Carroll,,2,0,69,4,395.65
8995,Ayesha Schimmel,102.156.196.141,3,1,60,4,311.53
8996,Susana Larkin,,3,0,23,2,689.52
8997,Valentine Langworth,243.134.27.168,4,1,20,8,446.46
8998,Bernard McDermott,153.34.253.255,4,1,29,4,407.03
8999,Freda Satterfield,31.92.1.47,1,1,52,8,1871.8
9000,Lee Collins,165.98.246.142,4,1,36,6,230.03
9001,Michelina Halvorson,,4,0,28,5,2673.1
9002,Humberto Runte,,3,0,55,2,2572.7
9003,Marci Ledner,,4,0,24,4,1269.6
9004,Fransisca Nader,,2,0,64,3,40.054
9005,Chuck Baumbach,219.56.32.96,1,1,61,2,414.68
9006,Jae Kozey,,2,0,77,5,468.09
9007,Chantel Ankunding,104.103.102.182,3,1,65,8,173.28
9008,Devon Bogisich,,2,0,54,7,261.69
9009,Beverly Satterfield,,2,0,67,6,60.357
9010,Dorathy Goldner,126.41.190.245,3,1,73,6,87.501
9011,Jayna Rohan,,4,0,34,4,2112.8
9012,Christen Mraz,,2,0,48,1,349.3
9013,Aida Denesik,114.32.67.127,3,1,48,2,212.57
9014,Tyler Roberts,186.153.65.244,3,1,36,8,968.21
9015,Virgil Reinger,254.28.62.181,4,1,33,5,428.71
9016,Micheal Shields,,4,0,43,2,2382.1
9017,Jarrod Bartell,226.77.69.245,1,1,63,3,834.81
9018,Renita Dickinson,203.172.202.74,1,1,35,2,312.56
9019,Rodrick Brekke,152.237.130.23,3,1,24,1,477.47
9020,Long Lebsack,,2,0,53,3,274.75
9021,Carola Schmeler,,4,0,40,7,2532.8
9022,Tad Torphy,,2,0,73,7,133.01
9023,Carie Kuhlman,,2,0,34,3,251.41
9024,Kraig Labadie,,2,0,61,1,216.74
9025,Barbra Rice,55.224.13.33,1,1,34,2,783.75
9026,Candie Kovacek,,4,0,56,7,1630.5
9027,Everette Fadel,163.27.239.99,1,1,34,2,753.81
9028,Shad Jacobi,,2,0,53,3,425.04
9029,Irwin Renner,249.50.85.249,4,1,42,1,537.86
9030,Franchesca Considine,45.225.248.20,1,1,69,8,619.9
9031,Ta Ullrich,,4,0,48,2,2981.4
9032,Karry Herzog,,2,0,51,4,493.45
9033,Josephine Gibson,,3,0,36,8,1875.2
9034,Dacia Lynch,137.62.249.19,4,1,42,5,516.15
9035,Devona Bailey,,4,0,57,7,1044.9
9036,Reginald Erdman,103.27.82.234,1,1,44,5,1299.5
9037,Agripina Stracke,,3,0,52,5,368.87
9038,Caryl Schimmel,,2,0,44,4,217.65
9039,Troy Sawayn,,4,0,34,4,1254.2
9040,Gennie Larkin,,2,0,82,5,61.196
9041,Hobert D'Amore,,3,0,40,2,1765.4
9042,Lucy Jakubowski,,2,0,81,6,384.35
9043,Napoleon Macejkovic,96.119.242.170,4,1,21,8,1218.4
9044,Scotty Bartoletti,222.205.50.91,1,1,40,4,697.24
9045,Fermin Walter,37.61.85.64,4,1,25,6,1932.9
9046,Keeley Kris,,2,0,56,4,48.039
9047,Jarred Kreiger,,4,0,26,7,2154.1
